NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REACTOME_TRIGLYCERIDE_METABOLISM	38	33		
REACTOME_RHOA_GTPASE_CYCLE	149	125		
REACTOME_GLYCOGEN_METABOLISM	27	27		
REACTOME_INTERLEUKIN_15_SIGNALING	14	14		
REACTOME_OAS_ANTIVIRAL_RESPONSE	9	8		
REACTOME_INTERLEUKIN_35_SIGNALLING	12	12		
REACTOME_INTERLEUKIN_9_SIGNALING	9	9		
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	63	53		
REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME	13	13		
REACTOME_SIGNALING_BY_NTRK2_TRKB	25	24		
REACTOME_SIGNALING_BY_ERYTHROPOIETIN	25	25		
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	307	275		
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	297	218		
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	504	478		
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	102	100		
REACTOME_RAB_REGULATION_OF_TRAFFICKING	122	101		
REACTOME_INTERLEUKIN_37_SIGNALING	21	19		
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	75	72		
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	21	18		
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	26	23		
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	172	164		
REACTOME_ROBO_RECEPTORS_BIND_AKAP5	9	9		
REACTOME_INTERLEUKIN_18_SIGNALING	8	7		
REACTOME_SIGNALING_BY_NOTCH3	49	42		
REACTOME_RHO_GTPASE_CYCLE	444	380		
REACTOME_RHOB_GTPASE_CYCLE	70	62		
REACTOME_RHOC_GTPASE_CYCLE	74	64		
REACTOME_CDC42_GTPASE_CYCLE	159	134		
REACTOME_RAC1_GTPASE_CYCLE	184	158		
REACTOME_RAC2_GTPASE_CYCLE	88	76		
REACTOME_RHOD_GTPASE_CYCLE	51	42		
REACTOME_RHOQ_GTPASE_CYCLE	59	54		
REACTOME_RHOH_GTPASE_CYCLE	37	30		
REACTOME_RHOG_GTPASE_CYCLE	74	63		
REACTOME_RHOJ_GTPASE_CYCLE	55	49		
REACTOME_RHOBTB2_GTPASE_CYCLE	23	19		
REACTOME_RHOU_GTPASE_CYCLE	34	33		
REACTOME_RHOBTB1_GTPASE_CYCLE	23	20		
REACTOME_RAC3_GTPASE_CYCLE	94	80		
REACTOME_RHOV_GTPASE_CYCLE	33	29		
REACTOME_RHOT1_GTPASE_CYCLE	5		Rejected!	
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	25	23		
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	25	20		
REACTOME_SIGNALING_BY_NOTCH4	82	76		
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	20	16		
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	11	11		
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	6	6		
REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	12	12		
REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX	11	8		
REACTOME_INTERLEUKIN_36_PATHWAY	7		Rejected!	
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3	8	8		
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	150	80		
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS	19	18		
REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS	6	6		
REACTOME_BIOSYNTHESIS_OF_MARESINS	8	8		
REACTOME_INTERLEUKIN_2_SIGNALING	12	12		
REACTOME_INTERLEUKIN_12_SIGNALING	47	41		
REACTOME_INTERLEUKIN_1_SIGNALING	102	94		
REACTOME_INTERLEUKIN_23_SIGNALING	9	9		
REACTOME_INTERLEUKIN_27_SIGNALING	11	11		
REACTOME_INTERLEUKIN_21_SIGNALING	10	10		
REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX	7	7		
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY	32	25		
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	18	18		
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS	8	8		
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS	5		Rejected!	
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	47	37		
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS	9	8		
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	12	12		
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG	7	7		
REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5	7	7		
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS	14	14		
REACTOME_BIOSYNTHESIS_OF_MARESIN_LIKE_SPMS	6	6		
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K	7	6		
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	11	10		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS	9	9		
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	37	28		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE	5	5		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE	5		Rejected!	
REACTOME_NGF_STIMULATED_TRANSCRIPTION	39	38		
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN	7	7		
REACTOME_NTRK2_ACTIVATES_RAC1	5	5		
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5	6	6		
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	63	59		
REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS	7	7		
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	21	21		
REACTOME_SIGNALING_BY_NTRK3_TRKC	17	16		
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS	8	8		
REACTOME_RHOF_GTPASE_CYCLE	42	35		
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	73	70		
REACTOME_MEIOTIC_RECOMBINATION	87	25		
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	27	27		
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	22	22		
REACTOME_REGULATION_OF_IFNA_SIGNALING	26	26		
REACTOME_INTERFERON_SIGNALING	203	188		
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	62	51		
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	31	27		
REACTOME_IRON_UPTAKE_AND_TRANSPORT	58	54		
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	31	31		
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	14	12		
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	116	111		
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	29	27		
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION	24	23		
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	12	11		
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	34	28		
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	55	54		
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	17	17		
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	14	14		
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	23	23		
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	10	7		
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	16	13		
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	6	6		
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	186	164		
REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K	6	6		
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	20	19		
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	54	52		
REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR	5	5		
REACTOME_FLT3_SIGNALING	38	37		
REACTOME_PROTEIN_LOCALIZATION	164	140		
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE	22	18		
REACTOME_HCMV_INFECTION	162	79		
REACTOME_HCMV_EARLY_EVENTS	138	60		
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	44	33		
REACTOME_HCMV_LATE_EVENTS	116	44		
REACTOME_AUTOPHAGY	151	115		
REACTOME_LIPOPHAGY	9	7		
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	22	20		
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	66	58		
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	12	8		
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	16	13		
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	30	25		
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY	34	29		
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	27	24		
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	90	29		
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	21	21		
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	10	6		
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	17	12		
REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS	7	7		
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	29	18		
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	29	27		
REACTOME_LONG_TERM_POTENTIATION	23	23		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	9	9		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS	5	5		
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	102	100		
REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2	11	10		
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	12	12		
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	6	6		
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	24	22		
REACTOME_SUPPRESSION_OF_APOPTOSIS	7	6		
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	27	24		
REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION	9	8		
REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM	7	7		
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION	13	11		
REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS	23	20		
REACTOME_AMINO_ACIDS_REGULATE_MTORC1	55	36		
REACTOME_STAT5_ACTIVATION	7	7		
REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY	11	8		
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH	102	39		
REACTOME_AGGREPHAGY	44	32		
REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI	5	5		
REACTOME_RAS_PROCESSING	24	20		
REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY	15	15		
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS	16	16		
REACTOME_SIGNALING_BY_MAPK_MUTANTS	7	7		
REACTOME_LEISHMANIA_INFECTION	308	242		
REACTOME_SENSORY_PROCESSING_OF_SOUND	77	66		
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	17	17		
REACTOME_SIGNALING_BY_MRAS_COMPLEX_MUTANTS	8	8		
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION	133	130		
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION	26	24		
REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A	7	7		
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA	55	44		
REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE	9	9		
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	223	162		
REACTOME_SELECTIVE_AUTOPHAGY	82	64		
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	95	38		
REACTOME_PARASITE_INFECTION	116	56		
REACTOME_KILLING_MECHANISMS	12	12		
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION	7	6		
REACTOME_PEXOPHAGY	11	11		
REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS	16	15		
REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS	5	5		
REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B	9	9		
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III	32	19		
REACTOME_SIGNALING_BY_KIT_IN_DISEASE	20	20		
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	68	20		
REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE	20	19		
REACTOME_DEFECTIVE_F9_ACTIVATION	6	6		
REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS	12	12		
REACTOME_SIGNALING_BY_MEMBRANE_TETHERED_FUSIONS_OF_PDGFRA_OR_PDGFRB	5		Rejected!	
REACTOME_SIGNALING_BY_CSF3_G_CSF	30	28		
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580		Rejected!	
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	38	36		
REACTOME_DISEASES_OF_DNA_REPAIR	12	12		
REACTOME_SARS_COV_1_INFECTION	50	48		
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	81	77		
REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX	13	12		
REACTOME_SARS_COV_INFECTIONS	146	139		
REACTOME_SARS_COV_1_GENOME_REPLICATION_AND_TRANSCRIPTION	6	6		
REACTOME_FLT3_SIGNALING_IN_DISEASE	28	28		
REACTOME_MATURATION_OF_NUCLEOPROTEIN	10	10		
REACTOME_MATURATION_OF_PROTEIN_3A	9	9		
REACTOME_MATURATION_OF_SARS_COV_1_SPIKE_PROTEIN	5		Rejected!	
REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS	28	27		
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	20	18		
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION	13	13		
REACTOME_DEFECTIVE_RIPK1_MEDIATED_REGULATED_NECROSIS	5	5		
REACTOME_SARS_COV_2_INFECTION	67	64		
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN	29	27		
REACTOME_ATTACHMENT_AND_ENTRY	5	5		
REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS	44	42		
REACTOME_RND3_GTPASE_CYCLE	42	39		
REACTOME_RND2_GTPASE_CYCLE	43	39		
REACTOME_RND1_GTPASE_CYCLE	42	38		
REACTOME_STAT5_ACTIVATION_DOWNSTREAM_OF_FLT3_ITD_MUTANTS	10	10		
REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS	19	19		
REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS	16	16		
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	25	23		
REACTOME_RHOBTB3_ATPASE_CYCLE	10	8		
REACTOME_NEGATIVE_REGULATION_OF_FLT3	15	15		
REACTOME_FLT3_SIGNALING_THROUGH_SRC_FAMILY_KINASES	6	6		
REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS	7	7		
REACTOME_RHOBTB_GTPASE_CYCLE	35	30		
REACTOME_CYTOPROTECTION_BY_HMOX1	124	110		
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	65	62		
REACTOME_HEME_SIGNALING	48	44		
REACTOME_REGULATION_OF_BACH1_ACTIVITY	11	10		
REACTOME_SENSORY_PERCEPTION	575		Rejected!	
REACTOME_CELLULAR_RESPONSE_TO_STARVATION	157	136		
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	160	144		
REACTOME_MIRO_GTPASE_CYCLE	8	7		
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	717		Rejected!	
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	13	13		
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	26	26		
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	15	15		
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY	10	10		
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	23	19		
REACTOME_AMYLOID_FIBER_FORMATION	110	51		
REACTOME_SERINE_BIOSYNTHESIS	9	9		
REACTOME_GABA_RECEPTOR_ACTIVATION	60	60		
REACTOME_GABA_B_RECEPTOR_ACTIVATION	43	43		
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	24	24		
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	308	274		
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	377	339		
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	25	22		
REACTOME_KINESINS	61	46		
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	170	135		
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	86	28		
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	166	104		
REACTOME_ION_CHANNEL_TRANSPORT	183	155		
